,PNL,Max_Drawdown,slow_ma_period,fast_ma_period,takeprofit,stoploss,bt_pnl,bt_dd
284,1459362.54,499642.8,391,1,1.21,1.32,0.21164241788067045,99.78835758211933
274,1208306.65,408507.38,391,1,1.23,1.32,0.21164241788067045,99.78835758211933
273,1155601.07,398130.41,391,1,1.2,1.32,0.21164241788067045,99.78835758211933
299,1757008.44,597776.4,391,1,1.22,1.32,0.21164241788067045,99.78835758211933
282,1376310.89,475696.61,391,1,1.22,1.33,0.20455586250161117,99.7954441374984
272,1138289.57,395882.23,391,1,1.21,1.33,0.20455586250161117,99.7954441374984
267,946936.96,325255.4,391,1,1.23,1.33,0.20455586250161117,99.7954441374984
691,901358.37,315428.01,391,1,1.2,1.33,0.20455586250161117,99.7954441374984
680,702083.15,249524.55,391,1,1.2,1.34,0.19769468036304177,99.80230531963696
683,741087.24,258575.73,391,1,1.23,1.34,0.19769468036304177,99.80230531963696
708,1076622.83,377972.99,391,1,1.22,1.34,0.19769468036304177,99.80230531963696
268,957349.37,341340.69,391,1,1.22,1.35,0.19105207544597674,99.80894792455402
677,659894.51,233853.52,391,1,1.23,1.35,0.19105207544597674,99.80894792455402
684,748129.75,270865.29,391,1,1.22,1.36,0.18462144567422112,99.81537855432578
249,656904.48,224904.77,379,1,1.21,1.32,0.02383726098487876,99.97616273901512
266,944094.09,321203.44,379,1,1.22,1.32,0.02383726098487876,99.97616273901512
248,644379.79,217853.56,379,1,1.23,1.32,0.02383726098487876,99.97616273901512
235,502691.15,172665.15,379,1,1.23,1.33,0.022627987202915038,99.97737201279709
237,510043.49,177386.46,379,1,1.21,1.33,0.022627987202915038,99.97737201279709
682,736162.01,254440.9,379,1,1.22,1.33,0.022627987202915038,99.97737201279709
222,391574.67,136625.89,379,1,1.23,1.34,0.021478054356441185,99.97852194564356
245,573172.73,201225.35,379,1,1.22,1.34,0.021478054356441185,99.97852194564356
641,333740.97,118271.18,379,1,1.23,1.35,0.020384647945488166,99.97961535205451
278,1323441.16,450266.41,378,1,1.22,1.32,0.02005667139267672,99.97994332860732
264,904228.56,305703.89,378,1,1.23,1.32,0.02005667139267672,99.97994332860732
255,705022.88,242162.37,378,1,1.23,1.33,0.019015429045969576,99.98098457095404
962,5036358.1,3102031.82,337,1,1.22,1.27,1.717140714760328e-05,99.99998282859285
969,4873250.34,3008594.07,337,1,1.21,1.27,1.717140714760328e-05,99.99998282859285
765,2237388.43,770830.35,339,1,1.2,1.32,1.5591487418169404e-05,99.99998440851259
638,310784.66,115224.76,339,1,1.08,1.32,1.5591487418169404e-05,99.99998440851259
335,2579200.53,871982.67,339,1,1.23,1.32,1.5591487418169404e-05,99.99998440851259
786,2741316.91,938546.26,339,1,1.21,1.32,1.5591487418169404e-05,99.99998440851259
373,3858413.28,1312724.7,339,1,1.22,1.32,1.5591487418169404e-05,99.99998440851259
764,2206706.69,767463.73,339,1,1.21,1.33,1.3911357728660699e-05,99.99998608864227
316,2086050.5,716519.92,339,1,1.23,1.33,1.3911357728660699e-05,99.99998608864227
353,3119228.9,1078104.25,339,1,1.22,1.33,1.3911357728660699e-05,99.99998608864227
745,1801054.08,630274.18,339,1,1.2,1.33,1.3911357728660699e-05,99.99998608864227
941,781118.21,294159.16,341,1,1.23,1.39,1.3866750800606117e-05,99.9999861332492
730,1447684.33,514515.67,339,1,1.2,1.34,1.240917132603011e-05,99.99998759082868
298,1684725.51,587824.36,339,1,1.23,1.34,1.240917132603011e-05,99.99998759082868
912,1773747.23,626552.75,339,1,1.21,1.34,1.240917132603011e-05,99.99998759082868
973,4950019.78,3055989.14,336,1,1.21,1.27,1.1179788051590071e-05,99.99998882021195
907,5119583.96,3153292.92,336,1,1.22,1.27,1.1179788051590071e-05,99.99998882021195
291,1547913.94,548549.98,339,1,1.23,1.35,1.1066409320825578e-05,99.99998893359069
733,1518094.42,544571.47,339,1,1.21,1.35,1.1066409320825578e-05,99.99998893359069
886,98240.32,38505.39,339,1,1.06,1.35,1.1066409320825578e-05,99.99998893359069
898,2310307.02,823734.59,339,1,1.22,1.35,1.1066409320825578e-05,99.99998893359069
721,1238727.14,447054.66,339,1,1.2,1.35,1.1066409320825578e-05,99.99998893359069
831,6041518.64,3721137.91,335,1,1.22,1.27,9.891317478644237e-06,99.99999010868252
827,5833301.31,3601299.85,335,1,1.21,1.27,9.891317478644237e-06,99.99999010868252
706,1018611.93,373244.86,339,1,1.2,1.36,9.866446260424635e-06,99.99999013355374
707,1030557.63,376580.81,339,1,1.23,1.37,8.794359979961432e-06,99.99999120564001
326,2357578.23,812238.43,337,1,1.2,1.32,8.608640206903334e-06,99.9999913913598
343,2887363.5,988548.31,337,1,1.21,1.32,8.608640206903334e-06,99.9999913913598
312,2031052.03,686663.23,337,1,1.23,1.32,8.608640206903334e-06,99.9999913913598
349,3047280.35,1036757.83,337,1,1.22,1.32,8.608640206903334e-06,99.9999913913598
839,6443639.62,3978103.85,334,1,1.21,1.27,7.671013444212952e-06,99.99999232898655
844,6679865.5,4114313.34,334,1,1.22,1.27,7.671013444212952e-06,99.99999232898655
826,5785686.04,3580258.64,334,1,1.2,1.27,7.671013444212952e-06,99.99999232898655
295,1648244.26,566141.54,337,1,1.23,1.33,7.643363532122665e-06,99.99999235663647
307,1904198.83,666369.41,337,1,1.2,1.33,7.643363532122665e-06,99.99999235663647
325,2332102.55,811074.77,337,1,1.21,1.33,7.643363532122665e-06,99.99999235663647
774,2471790.9,854329.18,337,1,1.22,1.33,7.643363532122665e-06,99.99999235663647
845,6717630.64,4147257.43,332,1,1.21,1.27,6.817188347685694e-06,99.99999318281165
847,6967392.65,4291409.24,332,1,1.22,1.27,6.817188347685694e-06,99.99999318281165
985,6028676.46,3730624.31,332,1,1.2,1.27,6.817188347685694e-06,99.99999318281165
279,1335608.97,466012.7,337,1,1.23,1.34,6.7845320076885766e-06,99.999993215468
290,1535722.81,545805.07,337,1,1.2,1.34,6.7845320076885766e-06,99.999993215468
306,1880824.11,664376.24,337,1,1.21,1.34,6.7845320076885766e-06,99.999993215468
754,2002019.27,702854.5,337,1,1.22,1.34,6.7845320076885766e-06,99.999993215468
964,5438621.91,3395996.79,334,1,1.22,1.28,6.777155865367709e-06,99.99999322284414
848,6977495.17,4307689.75,333,1,1.21,1.27,6.475179158394571e-06,99.99999352482084
406,7238970.24,4458681.37,333,1,1.22,1.27,6.475179158394571e-06,99.99999352482084
834,6260112.29,3873839.85,333,1,1.2,1.27,6.475179158394571e-06,99.99999352482084
275,1231240.4,436327.16,337,1,1.23,1.35,6.020603909431127e-06,99.9999939793961
894,1318440.36,475823.03,337,1,1.2,1.35,6.020603909431127e-06,99.9999939793961
913,1843034.54,657129.67,337,1,1.22,1.35,6.020603909431127e-06,99.9999939793961
934,5446258.51,3408657.33,332,1,1.21,1.28,6.010976678836876e-06,99.99999398902332
981,5672721.15,3542173.58,332,1,1.22,1.28,6.010976678836876e-06,99.99999398902332
842,6606830.08,4069328.81,331,1,1.22,1.27,5.996876073808575e-06,99.99999400312393
987,6369993.25,3932636.86,331,1,1.21,1.27,5.996876073808575e-06,99.99999400312393
825,5716692.46,3537564.51,331,1,1.2,1.27,5.996876073808575e-06,99.99999400312393
828,5893834.57,3680241.72,333,1,1.22,1.28,5.713413480739573e-06,99.99999428658651
961,5656941.33,3540517.68,333,1,1.21,1.28,5.713413480739573e-06,99.99999428658651
350,3097636.68,1053890.27,336,1,1.22,1.32,5.4933454888291295e-06,99.99999450665452
328,2392898.18,824406.94,336,1,1.2,1.32,5.4933454888291295e-06,99.99999450665452
345,2932848.8,1004121.14,336,1,1.21,1.32,5.4933454888291295e-06,99.99999450665452
314,2066182.7,698540.3,336,1,1.23,1.32,5.4933454888291295e-06,99.99999450665452
732,1490880.7,539783.15,337,1,1.22,1.36,5.3412677749154675e-06,99.99999465873222
703,996445.52,358601.06,337,1,1.23,1.36,5.3412677749154675e-06,99.99999465873222
821,5440125.03,3350723.0,330,1,1.22,1.27,5.130567356186197e-06,99.99999486943264
952,5251334.86,3242011.76,330,1,1.21,1.27,5.130567356186197e-06,99.99999486943264
928,4718359.08,2919782.68,330,1,1.2,1.27,5.130567356186197e-06,99.99999486943264
310,1932726.5,676352.59,336,1,1.2,1.33,4.857586825569908e-06,99.99999514241317
770,2368840.7,823851.81,336,1,1.21,1.33,4.857586825569908e-06,99.99999514241317
296,1676753.58,575933.97,336,1,1.23,1.33,4.857586825569908e-06,99.99999514241317
332,2512637.26,868446.98,336,1,1.22,1.33,4.857586825569908e-06,99.99999514241317
330,2441649.42,825479.04,335,1,1.23,1.32,4.839637375658445e-06,99.99999516036263
364,3456186.34,1183296.52,335,1,1.21,1.32,4.839637375658445e-06,99.99999516036263
787,2815962.58,970162.09,335,1,1.2,1.32,4.839637375658445e-06,99.99999516036263
803,3655459.09,1243674.83,335,1,1.22,1.32,4.839637375658445e-06,99.99999516036263
752,1910453.17,674842.31,336,1,1.21,1.34,4.2942016889464125e-06,99.99999570579831
293,1558730.17,553982.02,336,1,1.2,1.34,4.2942016889464125e-06,99.99999570579831
280,1358710.71,474073.22,336,1,1.23,1.34,4.2942016889464125e-06,99.99999570579831
753,1981453.24,680592.69,335,1,1.23,1.33,4.275890803207919e-06,99.9999957241092
767,2274432.54,795931.73,335,1,1.2,1.33,4.275890803207919e-06,99.9999957241092
959,2791536.63,970859.93,335,1,1.21,1.33,4.275890803207919e-06,99.9999957241092
972,5392391.97,3329096.06,329,1,1.21,1.27,4.246057543979694e-06,99.99999575394246
824,5588543.07,3442137.76,329,1,1.22,1.27,4.246057543979694e-06,99.99999575394246
891,4843112.85,2996981.95,329,1,1.2,1.27,4.246057543979694e-06,99.99999575394246
749,1873490.7,667988.75,336,1,1.22,1.35,3.7950876743099305e-06,99.99999620491232
276,1252536.9,443874.22,336,1,1.23,1.35,3.7950876743099305e-06,99.99999620491232
735,1605615.62,560221.81,335,1,1.23,1.34,3.7767503854283813e-06,99.99999622324961
872,2251354.43,795261.18,335,1,1.21,1.34,3.7767503854283813e-06,99.99999622324961
339,2702149.0,913549.4,334,1,1.23,1.32,3.7143248930703547e-06,99.99999628567511
794,3107696.3,1070670.88,334,1,1.2,1.32,3.7143248930703547e-06,99.99999628567511
377,4041694.9,1375081.51,334,1,1.22,1.32,3.7143248930703547e-06,99.99999628567511
372,3817807.12,1307104.83,334,1,1.21,1.32,3.7143248930703547e-06,99.99999628567511
705,1013680.82,364803.71,336,1,1.23,1.36,3.353034258380957e-06,99.99999664696574
287,1480147.91,524535.04,335,1,1.23,1.35,3.3349332937998257e-06,99.9999966650667
908,2510063.75,878390.26,334,1,1.2,1.33,3.274776489452853e-06,99.99999672522351
797,3278406.81,1133121.18,334,1,1.22,1.33,3.274776489452853e-06,99.99999672522351
763,2192854.49,753205.13,334,1,1.23,1.33,3.274776489452853e-06,99.99999672522351
806,3980144.7,1362684.44,332,1,1.21,1.32,3.2684992515715482e-06,99.99999673150074
796,3238215.04,1115637.5,332,1,1.2,1.32,3.2684992515715482e-06,99.99999673150074
379,4215665.02,1434270.31,332,1,1.22,1.32,3.2684992515715482e-06,99.99999673150074
341,2819872.54,953349.67,332,1,1.23,1.32,3.2684992515715482e-06,99.99999673150074
823,5553898.97,3420799.51,328,1,1.22,1.27,3.152740186980385e-06,99.99999684725981
932,5362218.46,3310467.86,328,1,1.21,1.27,3.152740186980385e-06,99.99999684725981
956,4818939.45,2982023.13,328,1,1.2,1.27,3.152740186980385e-06,99.99999684725981
620,239592.02,88829.78,333,1,1.08,1.32,3.115427147311705e-06,99.99999688457285
381,4379984.76,1490175.83,333,1,1.22,1.32,3.115427147311705e-06,99.99999688457285
807,4134112.44,1415398.47,333,1,1.21,1.32,3.115427147311705e-06,99.99999688457285
798,3362527.4,1158465.89,333,1,1.2,1.32,3.115427147311705e-06,99.99999688457285
344,2930615.7,990790.0,333,1,1.23,1.32,3.115427147311705e-06,99.99999688457285
924,819085.71,299305.88,336,1,1.23,1.37,2.9616262900054634e-06,99.9999970383737
901,1224017.9,449948.71,336,1,1.22,1.37,2.9616262900054634e-06,99.9999970383737
947,1557200.37,567191.77,335,1,1.21,1.36,2.9439640788584705e-06,99.99999705603592
719,1197886.9,431095.84,335,1,1.23,1.36,2.9439640788584705e-06,99.99999705603592
743,1776918.76,619991.87,334,1,1.23,1.34,2.8864192495675085e-06,99.99999711358075
949,2655335.3,932215.99,334,1,1.22,1.34,2.8864192495675085e-06,99.99999711358075
890,3214733.99,1118042.44,332,1,1.21,1.33,2.8760113806046683e-06,99.99999712398862
950,2615482.79,915281.38,332,1,1.2,1.33,2.8760113806046683e-06,99.99999712398862
323,2288389.78,786019.74,332,1,1.23,1.33,2.8760113806046683e-06,99.99999712398862
363,3419522.07,1181895.08,332,1,1.22,1.33,2.8760113806046683e-06,99.99999712398862
376,3992234.77,1358253.99,331,1,1.22,1.32,2.8622901645861786e-06,99.99999713770984
370,3769197.03,1290462.17,331,1,1.21,1.32,2.8622901645861786e-06,99.99999713770984
337,2670419.29,902822.14,331,1,1.23,1.32,2.8622901645861786e-06,99.99999713770984
629,273235.71,100698.02,331,1,1.09,1.32,2.8622901645861786e-06,99.99999713770984
792,3066589.64,1056508.72,331,1,1.2,1.32,2.8622901645861786e-06,99.99999713770984
366,3552809.46,1227963.42,333,1,1.22,1.33,2.7432475174497785e-06,99.99999725675248
327,2378260.34,816888.62,333,1,1.23,1.33,2.7432475174497785e-06,99.99999725675248
977,3339092.62,1161292.74,333,1,1.21,1.33,2.7432475174497785e-06,99.99999725675248
944,660784.76,245140.25,336,1,1.23,1.38,2.6151577446737897e-06,99.99999738484226
909,1020072.81,379452.78,335,1,1.2,1.37,2.598086662907294e-06,99.99999740191333
919,1444439.04,530975.48,335,1,1.22,1.37,2.598086662907294e-06,99.99999740191333
269,967929.96,353695.74,335,1,1.23,1.37,2.598086662907294e-06,99.99999740191333
305,1854333.13,647002.83,332,1,1.23,1.34,2.5299262485331306e-06,99.99999747007375
775,2476208.33,866542.64,331,1,1.2,1.33,2.5163086372324045e-06,99.99999748369136
761,2166533.02,744164.19,331,1,1.23,1.33,2.5163086372324045e-06,99.99999748369136
864,3043549.41,1058506.68,331,1,1.21,1.33,2.5163086372324045e-06,99.99999748369136
966,3237432.52,1118959.17,331,1,1.22,1.33,2.5163086372324045e-06,99.99999748369136
334,2524442.87,869727.03,330,1,1.2,1.32,2.4347785056035735e-06,99.99999756522149
318,2190505.51,740571.67,330,1,1.23,1.32,2.4347785056035735e-06,99.99999756522149
793,3099155.03,1061059.5,330,1,1.21,1.32,2.4347785056035735e-06,99.99999756522149
358,3278653.64,1115476.58,330,1,1.22,1.32,2.4347785056035735e-06,99.99999756522149
948,2877586.87,1010242.47,333,1,1.22,1.34,2.4148360725731886e-06,99.99999758516392
308,1927157.24,672412.19,333,1,1.23,1.34,2.4148360725731886e-06,99.99999758516392
866,5300287.06,3272233.33,327,1,1.21,1.27,2.33293315615991e-06,99.99999766706685
968,4760389.91,2945791.91,327,1,1.2,1.27,2.33293315615991e-06,99.99999766706685
822,5493087.79,3383344.22,327,1,1.22,1.27,2.33293315615991e-06,99.99999766706685
688,780862.57,289687.13,335,1,1.23,1.38,2.2921857632065854e-06,99.99999770781423
741,1709429.86,605788.02,332,1,1.23,1.35,2.224843472583377e-06,99.99999777515653
742,1755126.3,612388.18,331,1,1.23,1.34,2.211509730892729e-06,99.99999778849028
756,2037366.16,712970.97,330,1,1.2,1.33,2.138006796710875e-06,99.99999786199321
300,1776242.4,610106.55,330,1,1.23,1.33,2.138006796710875e-06,99.99999786199321
776,2501190.93,869881.49,330,1,1.21,1.33,2.138006796710875e-06,99.99999786199321
783,2657371.17,918471.6,330,1,1.22,1.33,2.138006796710875e-06,99.99999786199321
943,1880443.14,678648.95,333,1,1.2,1.35,2.1251269046733395e-06,99.99999787487309
700,937659.01,355176.14,335,1,1.22,1.39,2.0217167524538287e-06,99.99999797828325
356,3178759.81,1088313.84,329,1,1.21,1.32,2.000414020203897e-06,99.99999799958599
361,3364247.44,1144597.64,329,1,1.22,1.32,2.000414020203897e-06,99.99999799958599
336,2588223.74,891700.97,329,1,1.2,1.32,2.000414020203897e-06,99.99999799958599
321,2248612.19,760216.52,329,1,1.23,1.32,2.000414020203897e-06,99.99999799958599
283,1383445.28,497874.64,332,1,1.23,1.36,1.955981242987685e-06,99.99999804401875
868,1713586.19,618430.54,331,1,1.2,1.35,1.9430670467806545e-06,99.99999805693295
736,1617548.01,573226.91,331,1,1.23,1.35,1.9430670467806545e-06,99.99999805693295
927,2412642.93,860222.22,331,1,1.22,1.35,1.9430670467806545e-06,99.99999805693295
755,2015600.59,711984.25,330,1,1.21,1.34,1.876864078414039e-06,99.99999812313592
888,2150630.67,755027.92,330,1,1.22,1.34,1.876864078414039e-06,99.99999812313592
728,1438192.7,501805.6,330,1,1.23,1.34,1.876864078414039e-06,99.99999812313592
535,36215.52,15064.78,335,1,1.08,1.4,1.7826430661483877e-06,99.99999821735693
317,2088359.94,730816.11,329,1,1.2,1.33,1.7540207760215784e-06,99.99999824597923
937,2726117.71,942232.58,329,1,1.22,1.33,1.7540207760215784e-06,99.99999824597923
303,1822940.27,626146.4,329,1,1.23,1.33,1.7540207760215784e-06,99.99999824597923
916,2564845.75,892019.81,329,1,1.21,1.33,1.7540207760215784e-06,99.99999824597923
712,1117866.92,408484.9,332,1,1.23,1.37,1.7191066021372833e-06,99.9999982808934
723,1324760.69,469468.9,330,1,1.23,1.35,1.6471379355559608e-06,99.99999835286206
877,1978280.52,705351.31,330,1,1.22,1.35,1.6471379355559608e-06,99.99999835286206
875,1408416.79,508295.39,330,1,1.2,1.35,1.6471379355559608e-06,99.99999835286206
833,6195966.78,3816266.78,326,1,1.22,1.27,1.6077875432307245e-06,99.99999839221246
830,5981288.37,3692662.48,326,1,1.21,1.27,1.6077875432307245e-06,99.99999839221246
286,1475662.7,514879.41,329,1,1.23,1.34,1.5375270530367639e-06,99.99999846247294
740,1682529.93,597981.2,329,1,1.2,1.34,1.5375270530367639e-06,99.99999846247294
951,2066420.47,729935.7,329,1,1.21,1.34,1.5375270530367639e-06,99.99999846247294
692,901821.89,334561.05,332,1,1.23,1.38,1.5104734551201926e-06,99.99999848952655
882,1109395.31,412679.5,331,1,1.2,1.37,1.4986655625452097e-06,99.99999850133443
320,2236088.56,755982.5,328,1,1.23,1.32,1.4666235430527018e-06,99.99999853337646
780,2578500.89,888351.23,328,1,1.2,1.32,1.4666235430527018e-06,99.99999853337646
360,3347540.9,1138913.68,328,1,1.22,1.32,1.4666235430527018e-06,99.99999853337646
355,3164895.34,1083567.05,328,1,1.21,1.32,1.4666235430527018e-06,99.99999853337646
699,937238.6,347700.06,333,1,1.23,1.38,1.445828028774017e-06,99.99999855417197
900,1071284.15,385534.01,330,1,1.23,1.36,1.4451063323158252e-06,99.99999855489366
715,1133536.33,415356.03,330,1,1.2,1.36,1.4451063323158252e-06,99.99999855489366
957,5044640.6,3149986.08,326,1,1.22,1.28,1.4008736475663548e-06,99.99999859912636
726,1358961.27,481588.9,329,1,1.23,1.35,1.347358831284766e-06,99.99999865264117
996,4480373.24,2772513.91,325,1,1.2,1.27,1.3469400922169462e-06,99.9999986530599
955,4984214.88,3077100.14,325,1,1.21,1.27,1.3469400922169462e-06,99.9999986530599
687,754949.38,289305.95,332,1,1.2,1.39,1.3267674683249277e-06,99.99999867323253
759,2081033.73,728252.32,328,1,1.2,1.33,1.2826978532968158e-06,99.99999871730215
302,1813239.5,622814.37,328,1,1.23,1.33,1.2826978532968158e-06,99.99999871730215
779,2554295.78,888350.67,328,1,1.21,1.33,1.2826978532968158e-06,99.99999871730215
785,2713256.56,937787.36,328,1,1.22,1.33,1.2826978532968158e-06,99.99999871730215
686,754862.59,284271.63,333,1,1.23,1.39,1.270880842939892e-06,99.99999872911916
693,910864.83,338828.94,330,1,1.2,1.37,1.2674814128669893e-06,99.99999873251859
881,1290437.35,474364.49,330,1,1.22,1.37,1.2674814128669893e-06,99.99999873251859
713,1118502.51,413611.3,330,1,1.21,1.37,1.2674814128669893e-06,99.99999873251859
710,1098686.47,395395.56,329,1,1.23,1.36,1.180362852235563e-06,99.99999881963714
843,6621373.8,4087831.43,323,1,1.21,1.27,1.1677566517493339e-06,99.99999883224335
846,6859557.39,4224990.53,323,1,1.22,1.27,1.1677566517493339e-06,99.99999883224335
829,5949196.3,3681440.95,323,1,1.2,1.27,1.1677566517493339e-06,99.99999883224335
980,5531162.97,3422756.42,324,1,1.2,1.27,1.1592035821637405e-06,99.99999884079642
836,6378898.73,3928939.61,324,1,1.22,1.27,1.1592035821637405e-06,99.99999884079642
832,6156743.42,3800983.01,324,1,1.21,1.27,1.1592035821637405e-06,99.99999884079642
920,2195901.13,770921.15,328,1,1.22,1.34,1.1215029830260781e-06,99.99999887849701
758,2058434.82,727114.88,328,1,1.21,1.34,1.1215029830260781e-06,99.99999887849701
876,1677046.3,596032.28,328,1,1.2,1.34,1.1215029830260781e-06,99.99999887849701
285,1468176.69,512267.44,328,1,1.23,1.34,1.1215029830260781e-06,99.99999887849701
910,897335.45,336839.07,330,1,1.21,1.38,1.1113596414789945e-06,99.99999888864036
352,3118852.64,1067803.38,327,1,1.21,1.32,1.071397830670874e-06,99.99999892860217
778,2539445.86,874895.9,327,1,1.2,1.32,1.071397830670874e-06,99.99999892860217
359,3300844.56,1123026.46,327,1,1.22,1.32,1.071397830670874e-06,99.99999892860217
319,2206234.66,745889.42,327,1,1.23,1.32,1.071397830670874e-06,99.99999892860217
698,932799.62,346988.38,329,1,1.2,1.37,1.033757840334316e-06,99.99999896624216
911,1145907.42,423745.37,329,1,1.21,1.37,1.033757840334316e-06,99.99999896624216
982,5584923.7,3487350.89,323,1,1.22,1.28,1.0150690822351964e-06,99.99999898493091
725,1352405.69,479265.74,328,1,1.23,1.35,9.802709177012362e-07,99.99999901972909
405,7153930.89,4416615.72,322,1,1.21,1.27,9.768167616217934e-07,99.99999902318324
407,7416965.02,4568313.26,322,1,1.22,1.27,9.768167616217934e-07,99.99999902318324
838,6422752.33,3974483.65,322,1,1.2,1.27,9.768167616217934e-07,99.99999902318324
939,718714.74,273829.37,330,1,1.21,1.39,9.741775783205275e-07,99.99999902582242
784,2673772.56,924140.44,327,1,1.22,1.33,9.346121368476659e-07,99.99999906538787
777,2515597.24,874891.82,327,1,1.21,1.33,9.346121368476659e-07,99.99999906538787
301,1787937.35,614123.55,327,1,1.23,1.33,9.346121368476659e-07,99.99999906538787
757,2048260.6,716783.45,327,1,1.2,1.33,9.346121368476659e-07,99.99999906538787
696,919107.85,345011.93,329,1,1.21,1.38,9.050912920204797e-07,99.9999990949087
685,748178.64,282498.55,329,1,1.2,1.38,9.050912920204797e-07,99.9999990949087
709,1093660.6,393586.85,328,1,1.23,1.36,8.565657146103107e-07,99.99999914343428
991,5799985.01,3630044.63,322,1,1.21,1.28,8.479481085359974e-07,99.99999915205188
988,6038754.6,3770733.02,322,1,1.22,1.28,8.479481085359974e-07,99.99999915205188
729,1446802.65,504809.73,327,1,1.23,1.34,8.15041077884375e-07,99.99999918495892
738,1649624.1,586286.27,327,1,1.2,1.34,8.15041077884375e-07,99.99999918495892
993,6949418.02,4300391.3,321,1,1.2,1.27,8.108946664926973e-07,99.99999918910534
412,8037765.0,4950681.08,321,1,1.22,1.27,8.108946664926973e-07,99.99999918910534
409,7746634.07,4782532.33,321,1,1.21,1.27,8.108946664926973e-07,99.99999918910534
975,4565843.65,2805659.03,321,1,1.23,1.27,8.108946664926973e-07,99.99999918910534
697,930459.03,346117.71,328,1,1.2,1.37,7.482442624123778e-07,99.99999925175574
717,1142337.92,422425.41,328,1,1.21,1.37,7.482442624123778e-07,99.99999925175574
365,3543867.54,1213315.98,326,1,1.21,1.32,7.26107737802269e-07,99.99999927389226
369,3748908.92,1275468.7,326,1,1.22,1.32,7.26107737802269e-07,99.99999927389226
788,2886851.65,994584.96,326,1,1.2,1.32,7.26107737802269e-07,99.99999927389226
331,2504544.69,846742.83,326,1,1.23,1.32,7.26107737802269e-07,99.99999927389226
861,1414265.85,510406.31,327,1,1.2,1.35,7.105493746957545e-07,99.99999928945063
863,1988125.79,708861.62,327,1,1.22,1.35,7.105493746957545e-07,99.99999928945063
865,1737369.63,623229.96,327,1,1.21,1.35,7.105493746957545e-07,99.99999928945063
724,1331898.82,471998.51,327,1,1.23,1.35,7.105493746957545e-07,99.99999928945063
989,6280513.77,3930793.82,321,1,1.21,1.28,7.02915064051994e-07,99.99999929708494
994,6544198.36,4086343.38,321,1,1.22,1.28,7.02915064051994e-07,99.99999929708494
695,916475.4,344023.77,328,1,1.21,1.38,6.53421607361265e-07,99.99999934657839
410,7806830.47,4830969.41,320,1,1.2,1.27,6.391715029695462e-07,99.9999993608285
416,9044436.97,5570718.1,320,1,1.22,1.27,6.391715029695462e-07,99.9999993608285
893,5141927.56,3159656.04,320,1,1.23,1.27,6.391715029695462e-07,99.9999993608285
414,8709630.67,5377056.65,320,1,1.21,1.27,6.391715029695462e-07,99.9999993608285
313,2032494.16,698124.31,326,1,1.23,1.33,6.312650755910206e-07,99.99999936873492
769,2331689.13,815968.53,326,1,1.2,1.33,6.312650755910206e-07,99.99999936873492
791,3040914.48,1051036.31,326,1,1.22,1.33,6.312650755910206e-07,99.99999936873492
945,2862356.1,995490.02,326,1,1.21,1.33,6.312650755910206e-07,99.99999936873492
716,1137565.29,416832.34,327,1,1.2,1.36,6.192627490346792e-07,99.99999938073725
315,2073888.47,701145.48,325,1,1.23,1.32,6.042378150895245e-07,99.99999939576219
346,2936811.44,1005477.83,325,1,1.21,1.32,6.042378150895245e-07,99.99999939576219
351,3105505.78,1056567.52,325,1,1.22,1.32,6.042378150895245e-07,99.99999939576219
329,2393285.27,824540.3,325,1,1.2,1.32,6.042378150895245e-07,99.99999939576219
933,597906.91,229125.33,328,1,1.2,1.39,5.704403229014459e-07,99.99999942955968
835,6308230.8,3876336.13,319,1,1.23,1.27,5.606365003996712e-07,99.9999994393635
420,9538474.94,5902533.79,319,1,1.2,1.27,5.606365003996712e-07,99.9999994393635
424,10656096.6,6578744.52,319,1,1.21,1.27,5.606365003996712e-07,99.9999994393635
427,11080833.22,6824990.7,319,1,1.22,1.27,5.606365003996712e-07,99.9999994393635
849,7061254.59,4419437.16,320,1,1.21,1.28,5.529973391909842e-07,99.99999944700266
852,7363811.9,4598128.35,320,1,1.22,1.28,5.529973391909842e-07,99.99999944700266
768,2308469.83,815436.44,326,1,1.21,1.34,5.48636751167087e-07,99.99999945136325
737,1646975.21,574652.75,326,1,1.23,1.34,5.48636751167087e-07,99.99999945136325
926,2462979.13,864684.97,326,1,1.22,1.34,5.48636751167087e-07,99.99999945136325
750,1880490.69,668337.64,326,1,1.2,1.34,5.48636751167087e-07,99.99999945136325
714,1122267.68,415003.63,327,1,1.21,1.37,5.395364902976984e-07,99.99999946046351
694,913556.23,339830.1,327,1,1.2,1.37,5.395364902976984e-07,99.99999946046351
771,2369408.59,824049.32,325,1,1.21,1.33,5.24606528419151e-07,99.99999947539347
333,2516224.42,869686.82,325,1,1.22,1.33,5.24606528419151e-07,99.99999947539347
309,1930893.69,675711.21,325,1,1.2,1.33,5.24606528419151e-07,99.99999947539347
297,1681139.03,577440.29,325,1,1.23,1.33,5.24606528419151e-07,99.99999947539347
795,3195523.44,1100929.29,323,1,1.2,1.32,5.211672002710161e-07,99.9999994788328
378,4150418.62,1412071.92,323,1,1.22,1.32,5.211672002710161e-07,99.9999994788328
375,3923113.26,1343158.56,323,1,1.21,1.32,5.211672002710161e-07,99.9999994788328
340,2772983.5,937497.3,323,1,1.23,1.32,5.211672002710161e-07,99.9999994788328
